Alcoholic beverage,Animal product,cereal/crop,Dairy,fish/seafood,Flower,Fruit,Herb,Meat,Nut/seed,Plant,Plant derivative,Spice,Vegetable,Coke,Sprite,Orange Fanta,Lemonade,Apple Juice
0.08955223880597014,0.05970149253731343,0.014925373134328358,0.14925373134328357,0.11940298507462686,0.029850746268656716,0.05970149253731343,0.1044776119402985,0.08955223880597014,0.05970149253731343,0.04477611940298507,0.14925373134328357,0.029850746268656716,0.07462686567164178,0.2727272727272727,0.18181818181818182,0.13636363636363635,0.4090909090909091,0.3181818181818182
0.09090909090909091,0.05194805194805195,0.025974025974025976,0.06493506493506493,0.05194805194805195,0.1038961038961039,0.09090909090909091,0.05194805194805195,0.11688311688311688,0.012987012987012988,0.12987012987012986,0.1038961038961039,0.1038961038961039,0.09090909090909091,0.47058823529411764,0.11764705882352941,0.058823529411764705,0.35294117647058826,0.058823529411764705
0.11235955056179775,0.0898876404494382,0.11235955056179775,0.07865168539325842,0.056179775280898875,0.10112359550561797,0.06741573033707865,0.0449438202247191,0.11235955056179775,0.06741573033707865,0.02247191011235955,0.10112359550561797,0.033707865168539325,0.07865168539325842,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.19047619047619047,0.23809523809523808
0.13636363636363635,0.13636363636363635,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.045454545454545456,0.06060606060606061,0.06060606060606061,0.10606060606060606,0.15151515151515152,0.030303030303030304,0.09090909090909091,0.030303030303030304,0.10606060606060606,0.17391304347826086,0.391304347826087,0.21739130434782608,0.21739130434782608,0.08695652173913043
0.07407407407407407,0.09259259259259259,0.18518518518518517,0.037037037037037035,0.18518518518518517,0.018518518518518517,0.14814814814814814,0.037037037037037035,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.09259259259259259,0.05555555555555555,0.18518518518518517,0.3125,0.25,0.375,0.0625,0.5625
0.09259259259259259,0.09259259259259259,0.1111111111111111,0.05555555555555555,0.018518518518518517,0.09259259259259259,0.18518518518518517,0.037037037037037035,0.09259259259259259,0.05555555555555555,0.07407407407407407,0.037037037037037035,0.05555555555555555,0.18518518518518517,0.23529411764705882,0.4117647058823529,0.17647058823529413,0.17647058823529413,0.35294117647058826
0.11842105263157894,0.13157894736842105,0.039473684210526314,0.05263157894736842,0.11842105263157894,0.13157894736842105,0.06578947368421052,0.02631578947368421,0.02631578947368421,0.13157894736842105,0.013157894736842105,0.09210526315789473,0.05263157894736842,0.07894736842105263,0.16666666666666666,0.16666666666666666,0.4444444444444444,0.2222222222222222,0.2222222222222222
0.10810810810810811,0.08108108108108109,0.10810810810810811,0.08108108108108109,0.06756756756756757,0.13513513513513514,0.0945945945945946,0.013513513513513514,0.05405405405405406,0.0945945945945946,0.02702702702702703,0.06756756756756757,0.06756756756756757,0.06756756756756757,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.13333333333333333
0.16666666666666666,0.037037037037037035,0.09259259259259259,0.1111111111111111,0.09259259259259259,0.018518518518518517,0.018518518518518517,0.037037037037037035,0.037037037037037035,0.16666666666666666,0.05555555555555555,0.14814814814814814,0.018518518518518517,0.018518518518518517,0.2222222222222222,0.3888888888888889,0.2222222222222222,0.16666666666666666,0.5
0.058823529411764705,0.058823529411764705,0.11764705882352941,0.09411764705882353,0.07058823529411765,0.058823529411764705,0.08235294117647059,0.011764705882352941,0.09411764705882353,0.11764705882352941,0.023529411764705882,0.09411764705882353,0.11764705882352941,0.09411764705882353,0.125,0.25,0.4375,0.1875,0.0625
0.07462686567164178,0.04477611940298507,0.1044776119402985,0.05970149253731343,0.014925373134328358,0.05970149253731343,0.07462686567164178,0.14925373134328357,0.07462686567164178,0.1044776119402985,0.05970149253731343,0.07462686567164178,0.1044776119402985,0.07462686567164178,0.09523809523809523,0.42857142857142855,0.09523809523809523,0.38095238095238093,0.14285714285714285
0.025974025974025976,0.11688311688311688,0.025974025974025976,0.025974025974025976,0.06493506493506493,0.05194805194805195,0.12987012987012986,0.025974025974025976,0.12987012987012986,0.11688311688311688,0.12987012987012986,0.11688311688311688,0.03896103896103896,0.1038961038961039,0.5,0.1111111111111111,0.1111111111111111,0.2777777777777778,0.5555555555555556
0.1,0.07,0.09,0.08,0.08,0.1,0.06,0.1,0.02,0.08,0.08,0.07,0.07,0.01,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.5,0.4444444444444444
0.14084507042253522,0.07042253521126761,0.04225352112676056,0.014084507042253521,0.11267605633802817,0.14084507042253522,0.056338028169014086,0.014084507042253521,0.028169014084507043,0.1267605633802817,0.14084507042253522,0.056338028169014086,0.056338028169014086,0.09859154929577464,0.07692307692307693,0.38461538461538464,0.34615384615384615,0.19230769230769232,0.2692307692307692
0.03333333333333333,0.1,0.05555555555555555,0.08888888888888889,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.1,0.1,0.1,0.07777777777777778,0.07777777777777778,0.1111111111111111,0.1111111111111111,0.047619047619047616,0.3333333333333333,0.19047619047619047,0.42857142857142855,0.19047619047619047
0.10465116279069768,0.03488372093023256,0.06976744186046512,0.03488372093023256,0.11627906976744186,0.046511627906976744,0.11627906976744186,0.08139534883720931,0.11627906976744186,0.10465116279069768,0.023255813953488372,0.03488372093023256,0.11627906976744186,0.11627906976744186,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.08333333333333333
0.10843373493975904,0.060240963855421686,0.012048192771084338,0.03614457831325301,0.08433734939759036,0.08433734939759036,0.08433734939759036,0.0963855421686747,0.03614457831325301,0.10843373493975904,0.0963855421686747,0.07228915662650602,0.12048192771084337,0.12048192771084337,0.46153846153846156,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.6923076923076923
0.08955223880597014,0.04477611940298507,0.029850746268656716,0.05970149253731343,0.11940298507462686,0.14925373134328357,0.08955223880597014,0.04477611940298507,0.08955223880597014,0.014925373134328358,0.1044776119402985,0.07462686567164178,0.08955223880597014,0.07462686567164178,0.05,0.5,0.15,0.3,0.4
0.015384615384615385,0.03076923076923077,0.07692307692307693,0.13846153846153847,0.09230769230769231,0.07692307692307693,0.06153846153846154,0.07692307692307693,0.1076923076923077,0.07692307692307693,0.046153846153846156,0.12307692307692308,0.07692307692307693,0.046153846153846156,0.4090909090909091,0.045454545454545456,0.4090909090909091,0.13636363636363635,0.09090909090909091
0.08695652173913043,0.03260869565217391,0.09782608695652174,0.06521739130434782,0.08695652173913043,0.03260869565217391,0.10869565217391304,0.10869565217391304,0.05434782608695652,0.09782608695652174,0.043478260869565216,0.10869565217391304,0.07608695652173914,0.05434782608695652,0.07692307692307693,0.38461538461538464,0.2692307692307692,0.2692307692307692,0.15384615384615385
0.13157894736842105,0.09210526315789473,0.013157894736842105,0.06578947368421052,0.07894736842105263,0.11842105263157894,0.06578947368421052,0.10526315789473684,0.02631578947368421,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.02631578947368421,0.11842105263157894,0.42857142857142855,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855
0.10666666666666667,0.05333333333333334,0.08,0.05333333333333334,0.09333333333333334,0.02666666666666667,0.13333333333333333,0.02666666666666667,0.06666666666666667,0.08,0.06666666666666667,0.12,0.09333333333333334,0.12,0.2571428571428571,0.17142857142857143,0.2857142857142857,0.2857142857142857,0.17142857142857143
0.09230769230769231,0.06153846153846154,0.13846153846153847,0.06153846153846154,0.046153846153846156,0.03076923076923077,0.09230769230769231,0.03076923076923077,0.09230769230769231,0.09230769230769231,0.03076923076923077,0.07692307692307693,0.15384615384615385,0.13846153846153847,0.13793103448275862,0.3448275862068966,0.3103448275862069,0.20689655172413793,0.10344827586206896
0.08108108108108109,0.04054054054054054,0.013513513513513514,0.10810810810810811,0.12162162162162163,0.0945945945945946,0.02702702702702703,0.013513513513513514,0.02702702702702703,0.10810810810810811,0.12162162162162163,0.13513513513513514,0.10810810810810811,0.12162162162162163,0.25806451612903225,0.25806451612903225,0.16129032258064516,0.3225806451612903,0.3225806451612903
